url,title
https://en.wikipedia.org/wiki/Miniature_(album),Miniature (album)
https://en.wikipedia.org/wiki/Continental_Experience,Continental Experience
https://en.wikipedia.org/wiki/Shades_(Keith_Jarrett_album),Shades (Keith Jarrett album)
https://en.wikipedia.org/wiki/Night_and_the_City_(album),Night and the City (album)
https://en.wikipedia.org/wiki/Basie_Picks_the_Winners,Basie Picks the Winners
https://en.wikipedia.org/wiki/The_Jazz_Composer%27s_Orchestra_(album),The Jazz Composer's Orchestra (album)
https://en.wikipedia.org/wiki/Music_Inc.,Music Inc.
https://en.wikipedia.org/wiki/Standards_Live,Standards Live
https://en.wikipedia.org/wiki/Saturday_Night_at_the_Village_Vanguard,Saturday Night at the Village Vanguard
https://en.wikipedia.org/wiki/Gloomy_Sunday_and_Other_Bright_Moments,Gloomy Sunday and Other Bright Moments
https://en.wikipedia.org/wiki/Son_of_Drum_Suite,Son of Drum Suite
https://en.wikipedia.org/wiki/Crisis_(Ornette_Coleman_album),Crisis (Ornette Coleman album)
https://en.wikipedia.org/wiki/Basie%27s_Beat,Basie's Beat
https://en.wikipedia.org/wiki/Soul_Mist!,Soul Mist!
https://en.wikipedia.org/wiki/Cool_and_Crazy,Cool and Crazy
https://en.wikipedia.org/wiki/Not_Tight,Not Tight
https://en.wikipedia.org/wiki/Fort_Yawuh,Fort Yawuh
https://en.wikipedia.org/wiki/Bordeaux_Concert,Bordeaux Concert
https://en.wikipedia.org/wiki/Tokyo_%2796,Tokyo '96
https://en.wikipedia.org/wiki/Art_Pepper_%2B_Eleven_%E2%80%93_Modern_Jazz_Classics,Art Pepper + Eleven – Modern Jazz Classics
https://en.wikipedia.org/wiki/Cool_Heat,Cool Heat
https://en.wikipedia.org/wiki/Byablue,Byablue
https://en.wikipedia.org/wiki/California_Hard,California Hard
"https://en.wikipedia.org/wiki/New_York,_New_Sound","New York, New Sound"
https://en.wikipedia.org/wiki/New_Orleans_Suite,New Orleans Suite
https://en.wikipedia.org/wiki/Music_You_All,Music You All
https://en.wikipedia.org/wiki/Afro-Bossa,Afro-Bossa
https://en.wikipedia.org/wiki/The_Further_Adventures_of_El_Chico,The Further Adventures of El Chico
https://en.wikipedia.org/wiki/Piano_in_the_Foreground,Piano in the Foreground
https://en.wikipedia.org/wiki/Mingus_Plays_Piano,Mingus Plays Piano
https://en.wikipedia.org/wiki/The_Carnegie_Hall_Concerts:_January_1946,The Carnegie Hall Concerts: January 1946
https://en.wikipedia.org/wiki/Oscar_Peterson_at_the_Stratford_Shakespearean_Festival,Oscar Peterson at the Stratford Shakespearean Festival
https://en.wikipedia.org/wiki/You_Better_Know_It!!!,You Better Know It!!!
https://en.wikipedia.org/wiki/Alone_Together_(Benny_Carter_album),Alone Together (Benny Carter album)
https://en.wikipedia.org/wiki/Oscar_Peterson_Trio_%2B_One,Oscar Peterson Trio + One
https://en.wikipedia.org/wiki/Sonny_Rollins_on_Impulse!,Sonny Rollins on Impulse!
https://en.wikipedia.org/wiki/Tijuana_Jazz,Tijuana Jazz
https://en.wikipedia.org/wiki/Gerry_Mulligan_Meets_Johnny_Hodges,Gerry Mulligan Meets Johnny Hodges
https://en.wikipedia.org/wiki/The_Sound_of_the_Trio,The Sound of the Trio
https://en.wikipedia.org/wiki/Up_in_Duke%27s_Workshop,Up in Duke's Workshop
https://en.wikipedia.org/wiki/Here%27s_Jaki,Here's Jaki
https://en.wikipedia.org/wiki/Oscar_Peterson_at_the_Concertgebouw,Oscar Peterson at the Concertgebouw
https://en.wikipedia.org/wiki/Sonny_Rollins_with_the_Modern_Jazz_Quartet,Sonny Rollins with the Modern Jazz Quartet
https://en.wikipedia.org/wiki/Tenor_Madness,Tenor Madness
"https://en.wikipedia.org/wiki/Studio_Sessions_New_York_%26_Chicago,_1965,_1966_%26_1971","Studio Sessions New York & Chicago, 1965, 1966 & 1971"
https://en.wikipedia.org/wiki/The_Carnegie_Hall_Concerts:_December_1944,The Carnegie Hall Concerts: December 1944
https://en.wikipedia.org/wiki/Soul_Summit_Vol._2,Soul Summit Vol. 2
https://en.wikipedia.org/wiki/The_Nutcracker_Suite_(Duke_Ellington_album),The Nutcracker Suite (Duke Ellington album)
https://en.wikipedia.org/wiki/Braggin%27_in_Brass:_The_Immortal_1938_Year,Braggin' in Brass: The Immortal 1938 Year
https://en.wikipedia.org/wiki/The_Carnegie_Hall_Concerts:_December_1947,The Carnegie Hall Concerts: December 1947
https://en.wikipedia.org/wiki/Togo_Brava_Suite,Togo Brava Suite
https://en.wikipedia.org/wiki/Ellington_%2765,Ellington '65
https://en.wikipedia.org/wiki/The_Intimacy_of_the_Blues,The Intimacy of the Blues
https://en.wikipedia.org/wiki/The_Afro-Eurasian_Eclipse,The Afro-Eurasian Eclipse
https://en.wikipedia.org/wiki/Clark_Terry_Plays_the_Jazz_Version_of_All_American,Clark Terry Plays the Jazz Version of All American
https://en.wikipedia.org/wiki/My_Fair_Lady_(Oscar_Peterson_Trio_album),My Fair Lady (Oscar Peterson Trio album)
https://en.wikipedia.org/wiki/Orchestral_Works,Orchestral Works
https://en.wikipedia.org/wiki/The_Way_I_Really_Play,The Way I Really Play
https://en.wikipedia.org/wiki/Sonny_Boy_(album),Sonny Boy (album)
https://en.wikipedia.org/wiki/The_Duke_Plays_Ellington,The Duke Plays Ellington
https://en.wikipedia.org/wiki/Concert_in_the_Virgin_Islands,Concert in the Virgin Islands
https://en.wikipedia.org/wiki/We_Are_the_World_25_for_Haiti,We Are the World 25 for Haiti
https://en.wikipedia.org/wiki/Quincy%27s_Home_Again,Quincy's Home Again
https://en.wikipedia.org/wiki/The_Dude_(Quincy_Jones_album),The Dude (Quincy Jones album)
https://en.wikipedia.org/wiki/Gerry_Mulligan_and_the_Concert_Jazz_Band_on_Tour,Gerry Mulligan and the Concert Jazz Band on Tour
https://en.wikipedia.org/wiki/Jaki_Byard_with_Strings!,Jaki Byard with Strings!
https://en.wikipedia.org/wiki/Something_Warm,Something Warm
https://en.wikipedia.org/wiki/Off_the_Wall,Off the Wall
https://en.wikipedia.org/wiki/Mingus_at_Monterey,Mingus at Monterey
https://en.wikipedia.org/wiki/The_Oscar_Peterson_Trio_Plays,The Oscar Peterson Trio Plays
https://en.wikipedia.org/wiki/Newport_%2761,Newport '61
https://en.wikipedia.org/wiki/Oscar_Peterson_Plays_Porgy_%26_Bess,Oscar Peterson Plays Porgy & Bess
https://en.wikipedia.org/wiki/Swinging_Brass_with_the_Oscar_Peterson_Trio,Swinging Brass with the Oscar Peterson Trio
https://en.wikipedia.org/wiki/Cosmopolite_(album),Cosmopolite (album)
https://en.wikipedia.org/wiki/Ben_Webster_Meets_Oscar_Peterson,Ben Webster Meets Oscar Peterson
https://en.wikipedia.org/wiki/I_Heard_That!!,I Heard That!!
https://en.wikipedia.org/wiki/Mellow_Madness,Mellow Madness
https://en.wikipedia.org/wiki/Night_Rider_(album),Night Rider (album)
https://en.wikipedia.org/wiki/Triple_Exposure,Triple Exposure
https://en.wikipedia.org/wiki/The_Complete_Tony_Bennett/Bill_Evans_Recordings,The Complete Tony Bennett/Bill Evans Recordings
https://en.wikipedia.org/wiki/The_Wailing_Buddy_Rich,The Wailing Buddy Rich
https://en.wikipedia.org/wiki/Asia_Minor_(album),Asia Minor (album)
https://en.wikipedia.org/wiki/The_Teddy_Wilson_Trio_%26_Gerry_Mulligan_Quartet_with_Bob_Brookmeyer_at_Newport,The Teddy Wilson Trio & Gerry Mulligan Quartet with Bob Brookmeyer at Newport
https://en.wikipedia.org/wiki/Newport_1958,Newport 1958
https://en.wikipedia.org/wiki/Anita_Sings_the_Most,Anita Sings the Most
"https://en.wikipedia.org/wiki/Live_at_the_Theatre_Boulogne-Billancourt/Paris,_Vol._2","Live at the Theatre Boulogne-Billancourt/Paris, Vol. 2"
https://en.wikipedia.org/wiki/Gerry_Mulligan_Presents_a_Concert_in_Jazz,Gerry Mulligan Presents a Concert in Jazz
"https://en.wikipedia.org/wiki/Studio_Sessions_New_York,_1968","Studio Sessions New York, 1968"
https://en.wikipedia.org/wiki/This_Is_Ray_Brown,This Is Ray Brown
https://en.wikipedia.org/wiki/New_Jazz_Sounds,New Jazz Sounds
https://en.wikipedia.org/wiki/The_Wonderful_World_of_Ant%C3%B4nio_Carlos_Jobim,The Wonderful World of Antônio Carlos Jobim
https://en.wikipedia.org/wiki/We_Get_Requests,We Get Requests
https://en.wikipedia.org/wiki/Q_Soul_Bossa_Nostra,Q Soul Bossa Nostra
https://en.wikipedia.org/wiki/The_Freedom_Book,The Freedom Book
"https://en.wikipedia.org/wiki/Go_West,_Man!","Go West, Man!"
https://en.wikipedia.org/wiki/Jazz_Abroad,Jazz Abroad
https://en.wikipedia.org/wiki/The_Wiz_(soundtrack),The Wiz (soundtrack)
https://en.wikipedia.org/wiki/Whisper_Not_(Keith_Jarrett_album),Whisper Not (Keith Jarrett album)
https://en.wikipedia.org/wiki/%3F_(XXXTentacion_album),? (XXXTentacion album)
https://en.wikipedia.org/wiki/Mysteries_(album),Mysteries (album)
https://en.wikipedia.org/wiki/The_Widow_in_the_Window,The Widow in the Window
https://en.wikipedia.org/wiki/Rebirth_of_Slick_(Cool_Like_Dat),Rebirth of Slick (Cool Like Dat)
https://en.wikipedia.org/wiki/Haunted_Heart_(Charlie_Haden_album),Haunted Heart (Charlie Haden album)
https://en.wikipedia.org/wiki/Nancy_Wilson/Cannonball_Adderley,Nancy Wilson/Cannonball Adderley
https://en.wikipedia.org/wiki/Highway_Rider,Highway Rider
https://en.wikipedia.org/wiki/Ellingtonia_%2756,Ellingtonia '56
https://en.wikipedia.org/wiki/Cannonball_Adderley_Live!,Cannonball Adderley Live!
https://en.wikipedia.org/wiki/In_the_Land_of_Hi-Fi_with_Julian_Cannonball_Adderley,In the Land of Hi-Fi with Julian Cannonball Adderley
https://en.wikipedia.org/wiki/Domination_(Cannonball_Adderley_album),Domination (Cannonball Adderley album)
https://en.wikipedia.org/wiki/Jump_for_Joy_(Cannonball_Adderley_album),Jump for Joy (Cannonball Adderley album)
https://en.wikipedia.org/wiki/Julian_Cannonball_Adderley_and_Strings,Julian Cannonball Adderley and Strings
https://en.wikipedia.org/wiki/Braids_(album),Braids (album)
https://en.wikipedia.org/wiki/Sphere_Music,Sphere Music
https://en.wikipedia.org/wiki/Land_of_the_Sun_(album),Land of the Sun (album)
https://en.wikipedia.org/wiki/Country_Preacher,Country Preacher
https://en.wikipedia.org/wiki/Plus_(Cannonball_Adderley_Quintet_album),Plus (Cannonball Adderley Quintet album)
https://en.wikipedia.org/wiki/Basie%27s_Beatle_Bag,Basie's Beatle Bag
https://en.wikipedia.org/wiki/The_Cannonball_Adderley_Quintet_%26_Orchestra,The Cannonball Adderley Quintet & Orchestra
https://en.wikipedia.org/wiki/Always_Say_Goodbye,Always Say Goodbye
https://en.wikipedia.org/wiki/Con_Alma!,Con Alma!
https://en.wikipedia.org/wiki/In_Montreal,In Montreal
https://en.wikipedia.org/wiki/Karma_(Robin_Eubanks_album),Karma (Robin Eubanks album)
https://en.wikipedia.org/wiki/Petra_Haden_Sings:_The_Who_Sell_Out,Petra Haden Sings: The Who Sell Out
https://en.wikipedia.org/wiki/In_the_Moment_(Gateway_album),In the Moment (Gateway album)
https://en.wikipedia.org/wiki/Heartplay,Heartplay
https://en.wikipedia.org/wiki/Look_to_the_Rainbow_(Astrud_Gilberto_album),Look to the Rainbow (Astrud Gilberto album)
https://en.wikipedia.org/wiki/In_Angel_City,In Angel City
https://en.wikipedia.org/wiki/Phenix_(album),Phenix (album)
https://en.wikipedia.org/wiki/In_Person_(Cannonball_Adderley_album),In Person (Cannonball Adderley album)
https://en.wikipedia.org/wiki/Nocturne_(Charlie_Haden_album),Nocturne (Charlie Haden album)
https://en.wikipedia.org/wiki/Pyramid_(Cannonball_Adderley_album),Pyramid (Cannonball Adderley album)
https://en.wikipedia.org/wiki/The_Happy_People,The Happy People
https://en.wikipedia.org/wiki/Time/Life,Time/Life
https://en.wikipedia.org/wiki/Autumn_Leaves_(Cannonball_Adderley_album),Autumn Leaves (Cannonball Adderley album)
https://en.wikipedia.org/wiki/Opus_De_Don,Opus De Don
https://en.wikipedia.org/wiki/Not_in_Our_Name_(album),Not in Our Name (album)
https://en.wikipedia.org/wiki/Our_Man_in_Jazz,Our Man in Jazz
https://en.wikipedia.org/wiki/Leroy_Walks!,Leroy Walks!
https://en.wikipedia.org/wiki/Queen_of_the_Organ,Queen of the Organ
https://en.wikipedia.org/wiki/Steal_Away_(album),Steal Away (album)
https://en.wikipedia.org/wiki/Great_Love_Themes,Great Love Themes
https://en.wikipedia.org/wiki/Money_in_the_Pocket_(Joe_Zawinul_album),Money in the Pocket (Joe Zawinul album)
https://en.wikipedia.org/wiki/74_Miles_Away,74 Miles Away
https://en.wikipedia.org/wiki/Hip_Twist,Hip Twist
https://en.wikipedia.org/wiki/The_Price_You_Got_to_Pay_to_Be_Free,The Price You Got to Pay to Be Free
https://en.wikipedia.org/wiki/Illmatic,Illmatic
https://en.wikipedia.org/wiki/Silence_(Charlie_Haden_album),Silence (Charlie Haden album)
https://en.wikipedia.org/wiki/Money_in_the_Pocket_(Cannonball_Adderley_album),Money in the Pocket (Cannonball Adderley album)
https://en.wikipedia.org/wiki/Les_McCann_Ltd._in_New_York,Les McCann Ltd. in New York
https://en.wikipedia.org/wiki/While_the_Gate_Is_Open,While the Gate Is Open
https://en.wikipedia.org/wiki/The_Blue_Moods_of_Spain,The Blue Moods of Spain
https://en.wikipedia.org/wiki/Gitane_(album),Gitane (album)
https://en.wikipedia.org/wiki/First_Song,First Song
https://en.wikipedia.org/wiki/As_Long_as_There%27s_Music_(Charlie_Haden_and_Hampton_Hawes_album),As Long as There's Music (Charlie Haden and Hampton Hawes album)
https://en.wikipedia.org/wiki/Kai_Ol%C3%A9,Kai Olé
https://en.wikipedia.org/wiki/The_Black_Messiah,The Black Messiah
https://en.wikipedia.org/wiki/African_Violet_(album),African Violet (album)
https://en.wikipedia.org/wiki/The_Art_of_the_Song,The Art of the Song
https://en.wikipedia.org/wiki/I_Can%27t_Put_My_Finger_on_It,I Can't Put My Finger on It
https://en.wikipedia.org/wiki/Brooklyn_Funk_Essentials,Brooklyn Funk Essentials
https://en.wikipedia.org/wiki/Trio_Fascination:_Edition_One,Trio Fascination: Edition One
https://en.wikipedia.org/wiki/Nightfall_(Charlie_Haden_album),Nightfall (Charlie Haden album)
https://en.wikipedia.org/wiki/Stolen_Moments_(Oliver_Nelson_album),Stolen Moments (Oliver Nelson album)
https://en.wikipedia.org/wiki/The_Private_Collection,The Private Collection
https://en.wikipedia.org/wiki/Time_Remembers_One_Time_Once,Time Remembers One Time Once
https://en.wikipedia.org/wiki/Music_for_Large_%26_Small_Ensembles,Music for Large & Small Ensembles
https://en.wikipedia.org/wiki/American_Dreams_(Charlie_Haden_album),American Dreams (Charlie Haden album)
https://en.wikipedia.org/wiki/Let_It_Go_(Stanley_Turrentine_album),Let It Go (Stanley Turrentine album)
https://en.wikipedia.org/wiki/Many_Shades_of_Blue,Many Shades of Blue
https://en.wikipedia.org/wiki/Soulville_(Ben_Webster_album),Soulville
https://en.wikipedia.org/wiki/3_Nights_in_Oslo,3 Nights in Oslo
https://en.wikipedia.org/wiki/The_Sounds_of_Yusef,The Sounds of Yusef
https://en.wikipedia.org/wiki/Rojo_(Red_Garland_album),Rojo (Red Garland album)
https://en.wikipedia.org/wiki/Opus_de_Jazz,Opus de Jazz
https://en.wikipedia.org/wiki/Fontessa,Fontessa
"https://en.wikipedia.org/wiki/Walk,_Don%27t_Run_(soundtrack)","Walk, Don't Run (soundtrack)"
https://en.wikipedia.org/wiki/Swing_When_You%27re_Winning,Swing When You're Winning
https://en.wikipedia.org/wiki/Stone/Water,Stone/Water
https://en.wikipedia.org/wiki/Basie_Land,Basie Land
https://en.wikipedia.org/wiki/The_Big_3_(Milt_Jackson_album),The Big 3 (Milt Jackson album)
https://en.wikipedia.org/wiki/Concorde_(album),Concorde (album)
https://en.wikipedia.org/wiki/New_York_Dolls_(album),New York Dolls (album)
https://en.wikipedia.org/wiki/Pop_Goes_the_Basie,Pop Goes the Basie
https://en.wikipedia.org/wiki/The_Jazz_Skyline,The Jazz Skyline
https://en.wikipedia.org/wiki/Inner_Glow,Inner Glow
https://en.wikipedia.org/wiki/Blues%27_Blues,Blues' Blues
https://en.wikipedia.org/wiki/Oblique_(album),Oblique (album)
https://en.wikipedia.org/wiki/Soul_Burnin%27,Soul Burnin'
https://en.wikipedia.org/wiki/Black_Science_(Steve_Coleman_album),Black Science (Steve Coleman album)
https://en.wikipedia.org/wiki/Arthur_Prysock_and_Count_Basie,Arthur Prysock and Count Basie
https://en.wikipedia.org/wiki/Living_Legend_(Art_Pepper_album),Living Legend (Art Pepper album)
https://en.wikipedia.org/wiki/The_Reunion_(George_Shearing_and_St%C3%A9phane_Grappelli_album),The Reunion (George Shearing and Stéphane Grappelli album)
https://en.wikipedia.org/wiki/San_Francisco_Samba,San Francisco Samba
https://en.wikipedia.org/wiki/Intensity_(Art_Pepper_album),Intensity (Art Pepper album)
https://en.wikipedia.org/wiki/Keith_Jarrett_at_the_Blue_Note,Keith Jarrett at the Blue Note
https://en.wikipedia.org/wiki/On_My_Way_%26_Shoutin%27_Again!,On My Way & Shoutin' Again!
https://en.wikipedia.org/wiki/Li%27l_Ol%27_Groovemaker...Basie!,Li'l Ol' Groovemaker...Basie!
https://en.wikipedia.org/wiki/Tribute_(Keith_Jarrett_album),Tribute (Keith Jarrett album)
"https://en.wikipedia.org/wiki/In_This_House,_On_This_Morning","In This House, On This Morning"
https://en.wikipedia.org/wiki/Creamy_(album),Creamy (album)
https://en.wikipedia.org/wiki/The_Trip_(Art_Pepper_album),The Trip (Art Pepper album)
https://en.wikipedia.org/wiki/Quadrant_(album),Quadrant (album)
https://en.wikipedia.org/wiki/Blood_on_the_Fields,Blood on the Fields
https://en.wikipedia.org/wiki/When_There_Are_Grey_Skies,When There Are Grey Skies
https://en.wikipedia.org/wiki/Citi_Movement_(Griot_New_York),Citi Movement (Griot New York)
https://en.wikipedia.org/wiki/Meet_Milt_Jackson,Meet Milt Jackson
https://en.wikipedia.org/wiki/Vital_Blue,Vital Blue
https://en.wikipedia.org/wiki/King_of_the_Tenors,King of the Tenors
https://en.wikipedia.org/wiki/The_Power_of_Positive_Swinging,The Power of Positive Swinging
https://en.wikipedia.org/wiki/The_Soul_Brotherhood,The Soul Brotherhood
https://en.wikipedia.org/wiki/Duke%27s_in_Bed,Duke's in Bed
https://en.wikipedia.org/wiki/Twins_(Ornette_Coleman_album),Twins (Ornette Coleman album)
https://en.wikipedia.org/wiki/Inner_Journey,Inner Journey
https://en.wikipedia.org/wiki/Ballads_%26_Blues_(Milt_Jackson_album),Ballads & Blues (Milt Jackson album)
https://en.wikipedia.org/wiki/Roll_%27Em_Bags,Roll 'Em Bags
"https://en.wikipedia.org/wiki/Count_Basie_Swings,_Joe_Williams_Sings","Count Basie Swings, Joe Williams Sings"
https://en.wikipedia.org/wiki/Without_a_Net_(Wayne_Shorter_album),Without a Net (Wayne Shorter album)
https://en.wikipedia.org/wiki/Our_Shining_Hour,Our Shining Hour
https://en.wikipedia.org/wiki/Full_Nelson_(album),Full Nelson (album)
https://en.wikipedia.org/wiki/The_Modern_Jazz_Quartet_and_the_Oscar_Peterson_Trio_at_the_Opera_House,The Modern Jazz Quartet and the Oscar Peterson Trio at the Opera House
https://en.wikipedia.org/wiki/Four_Seasons_(Bobby_Hutcherson_album),Four Seasons (Bobby Hutcherson album)
https://en.wikipedia.org/wiki/Spiral_(Bobby_Hutcherson_album),Spiral (Bobby Hutcherson album)
https://en.wikipedia.org/wiki/Basie_in_London,Basie in London
https://en.wikipedia.org/wiki/Other_Sounds,Other Sounds
https://en.wikipedia.org/wiki/Graffiti_Blues,Graffiti Blues
https://en.wikipedia.org/wiki/The_Chicago_Octet/Tentet,The Chicago Octet/Tentet
https://en.wikipedia.org/wiki/Gingerbread_Men_(album),Gingerbread Men (album)
https://en.wikipedia.org/wiki/The_Last_Tango_%3D_Blues,The Last Tango = Blues
https://en.wikipedia.org/wiki/Un_Poco_Loco_(album),Un Poco Loco (album)
https://en.wikipedia.org/wiki/Mumbles_(album),Mumbles (album)
https://en.wikipedia.org/wiki/Ruth_Brown_%2765,Ruth Brown '65
https://en.wikipedia.org/wiki/Blow_Up_(Bobby_Hutcherson_album),Blow Up (Bobby Hutcherson album)
https://en.wikipedia.org/wiki/April_in_Paris_(album),April in Paris (album)
https://en.wikipedia.org/wiki/Cry!_-_Tender,Cry! – Tender
https://en.wikipedia.org/wiki/Digital_Wildlife,Digital Wildlife
https://en.wikipedia.org/wiki/The_Big_Sound_(Johnny_Hodges_album),The Big Sound (Johnny Hodges album)
https://en.wikipedia.org/wiki/Conception:_The_Gift_of_Love,Conception: The Gift of Love
https://en.wikipedia.org/wiki/The_Ballad_Artistry_of_Milt_Jackson,The Ballad Artistry of Milt Jackson
https://en.wikipedia.org/wiki/Actions_(album),Actions (album)
https://en.wikipedia.org/wiki/Jazz_Dialogue,Jazz Dialogue
https://en.wikipedia.org/wiki/Beyond_(Joshua_Redman_album),Beyond (Joshua Redman album)
https://en.wikipedia.org/wiki/Far_East_Suite,Far East Suite
https://en.wikipedia.org/wiki/The_Modern_Touch,The Modern Touch
https://en.wikipedia.org/wiki/After_Hours_(Jeanne_Lee_and_Mal_Waldron_album),After Hours (Jeanne Lee and Mal Waldron album)
https://en.wikipedia.org/wiki/Sempre_Amore,Sempre Amore
https://en.wikipedia.org/wiki/The_Best_of_Two_Worlds,The Best of Two Worlds
https://en.wikipedia.org/wiki/Recorded_Fall_1961,Recorded Fall 1961
https://en.wikipedia.org/wiki/Ambos_Mundos_(album),Ambos Mundos (album)
https://en.wikipedia.org/wiki/Cool_Velvet,Cool Velvet
https://en.wikipedia.org/wiki/A_City_Called_Heaven,A City Called Heaven
https://en.wikipedia.org/wiki/17_Men_and_Their_Music,17 Men and Their Music
https://en.wikipedia.org/wiki/Freedom_Suite_(Sonny_Rollins_album),Freedom Suite (Sonny Rollins album)
https://en.wikipedia.org/wiki/Hawk_Eyes_(album),Hawk Eyes (album)
https://en.wikipedia.org/wiki/Fellini_712,Fellini 712
https://en.wikipedia.org/wiki/Politely_(album),Politely (album)
https://en.wikipedia.org/wiki/Moonlight_in_Vermont_(album),Moonlight in Vermont (album)
https://en.wikipedia.org/wiki/Animation_(Cedar_Walton_album),Animation (Cedar Walton album)
https://en.wikipedia.org/wiki/Eastern_Rebellion_2,Eastern Rebellion 2
https://en.wikipedia.org/wiki/Time_Further_Out,Time Further Out
https://en.wikipedia.org/wiki/Dynasty_(Stan_Getz_album),Dynasty (Stan Getz album)
https://en.wikipedia.org/wiki/The_Seagulls_of_Kristiansund,The Seagulls of Kristiansund
https://en.wikipedia.org/wiki/Blue_Gardenia_(album),Blue Gardenia (album)
https://en.wikipedia.org/wiki/George_Shearing_and_the_Montgomery_Brothers,George Shearing and the Montgomery Brothers
https://en.wikipedia.org/wiki/Cannonball_in_Europe!,Cannonball in Europe!
https://en.wikipedia.org/wiki/Night_Train_(Oscar_Peterson_album),Night Train (Oscar Peterson album)
https://en.wikipedia.org/wiki/Songs_for_Distingu%C3%A9_Lovers,Songs for Distingué Lovers
https://en.wikipedia.org/wiki/West_Coast_Jazz_(Stan_Getz_album),West Coast Jazz (Stan Getz album)
https://en.wikipedia.org/wiki/All_the_Things_We_Are,All the Things We Are
https://en.wikipedia.org/wiki/Here_and_There_(Eric_Dolphy_album),Here and There (Eric Dolphy album)
https://en.wikipedia.org/wiki/Town_Hall_1972,Town Hall 1972
https://en.wikipedia.org/wiki/The_Dave_Brubeck_Quartet_in_Europe,The Dave Brubeck Quartet in Europe
https://en.wikipedia.org/wiki/News_from_the_70s,News from the 70s
https://en.wikipedia.org/wiki/Waldron-Haslam,Waldron-Haslam
https://en.wikipedia.org/wiki/A_Presentation_of_Progressive_Jazz,A Presentation of Progressive Jazz
https://en.wikipedia.org/wiki/The_Trio_1,The Trio 1
https://en.wikipedia.org/wiki/Focus_(Stan_Getz_album),Focus (Stan Getz album)
https://en.wikipedia.org/wiki/Latin_Tinge,Latin Tinge
https://en.wikipedia.org/wiki/Up_Popped_the_Devil,Up Popped the Devil
https://en.wikipedia.org/wiki/Tritonis,Tritonis
https://en.wikipedia.org/wiki/Blood_and_Guts,Blood and Guts
https://en.wikipedia.org/wiki/Munchin%27,Munchin'
https://en.wikipedia.org/wiki/Pit_Inn_(album),Pit Inn (album)
https://en.wikipedia.org/wiki/My_Favorite_Things_(Dave_Brubeck_album),My Favorite Things (Dave Brubeck album)
https://en.wikipedia.org/wiki/Duality_(Peter_Leitch_and_John_Hicks_album),Duality (Peter Leitch and John Hicks album)
https://en.wikipedia.org/wiki/Bravo!_Brubeck!,Bravo! Brubeck!
https://en.wikipedia.org/wiki/Out_of_the_Woods_(George_Shearing_album),Out of the Woods (George Shearing album)
https://en.wikipedia.org/wiki/The_Subterraneans_(film),The Subterraneans (film)
https://en.wikipedia.org/wiki/Mal_81,Mal 81
https://en.wikipedia.org/wiki/Anything_Goes!_The_Dave_Brubeck_Quartet_Plays_Cole_Porter,Anything Goes! The Dave Brubeck Quartet Plays Cole Porter
https://en.wikipedia.org/wiki/Time_After_Time_(Etta_James_album),Time After Time (Etta James album)
https://en.wikipedia.org/wiki/Inward_Fire,Inward Fire
https://en.wikipedia.org/wiki/Tokyo_Reverie,Tokyo Reverie
https://en.wikipedia.org/wiki/Tribute_to_George_Adams,Tribute to George Adams
https://en.wikipedia.org/wiki/Midnight_Blue_(Kenny_Burrell_album),Midnight Blue (Kenny Burrell album)
https://en.wikipedia.org/wiki/For_Musicians_Only,For Musicians Only
https://en.wikipedia.org/wiki/Terence_Blanchard_(album),Terence Blanchard (album)
https://en.wikipedia.org/wiki/The_Beat_Goes_On!_(Sonny_Criss_album),The Beat Goes On! (Sonny Criss album)
https://en.wikipedia.org/wiki/Spanish_Bitch,Spanish Bitch
https://en.wikipedia.org/wiki/Mal_Waldron_Plays_the_Blues,Mal Waldron Plays the Blues
https://en.wikipedia.org/wiki/Remembering_the_Moment,Remembering the Moment
https://en.wikipedia.org/wiki/Breaking_New_Ground_(Mal_Waldron_album),Breaking New Ground (Mal Waldron album)
https://en.wikipedia.org/wiki/The_Steamer,The Steamer
https://en.wikipedia.org/wiki/Illusions_(Arthur_Blythe_album),Illusions (Arthur Blythe album)
https://en.wikipedia.org/wiki/Ming%27s_Samba,Ming's Samba
"https://en.wikipedia.org/wiki/Just_You,_Just_Me_(album)","Just You, Just Me (album)"
https://en.wikipedia.org/wiki/Goin%27_Home_(Art_Pepper_and_George_Cables_album),Goin' Home (Art Pepper and George Cables album)
https://en.wikipedia.org/wiki/Evidence_(Mal_Waldron_album),Evidence (Mal Waldron album)
https://en.wikipedia.org/wiki/Constellation_(Sonny_Stitt_album),Constellation (Sonny Stitt album)
https://en.wikipedia.org/wiki/John_Hicks_(album),John Hicks (album)
https://en.wikipedia.org/wiki/Velvet_Mood,Velvet Mood
"https://en.wikipedia.org/wiki/Standard_Time,_Vol._4:_Marsalis_Plays_Monk","Standard Time, Vol. 4: Marsalis Plays Monk"
https://en.wikipedia.org/wiki/Single_Petal_of_a_Rose,Single Petal of a Rose
https://en.wikipedia.org/wiki/Wynton_Marsalis_(album),Wynton Marsalis (album)
https://en.wikipedia.org/wiki/Is_It_Really_True,Is It Really True
https://en.wikipedia.org/wiki/Soul_Samba,Bossa Nova Soul Samba
https://en.wikipedia.org/wiki/Beautiful_Friendship_(Elise_Wood_%26_John_Hicks_album),Beautiful Friendship (Elise Wood & John Hicks album)
